"ship","type","time","zone","length","breath","dwt","h_s","t_p","dir","h_sm","h_0","wind_speed","wind_dir","mov_avg","mov_max","mov_sig"
"Ship 30","Bulkcarrier",02/07/18 12:00 PM,5,225,32.26,77288,5.98,16.7,330,0.33,1.7,24.95,77.5,0.44,1.01,0.66
"Ship 30","Bulkcarrier",02/07/18 01:00 PM,5,225,32.26,77288,5.15,15.4,333,0.36,1.32,29.4,46.65,0.46,0.78,0.6
"Ship 30","Bulkcarrier",02/07/18 02:00 PM,5,225,32.26,77288,5.04,14.3,333,0.32,1.13,30.95,72.7,0.47,0.8,0.6
"Ship 30","Bulkcarrier",02/07/18 03:00 PM,5,225,32.26,77288,5.36,15.4,333,0.36,1.19,17.5,53.05,0.48,0.97,0.67
"Ship 30","Bulkcarrier",02/07/18 04:00 PM,5,225,32.26,77288,4.66,15.4,336,0.33,1.45,32.75,34.7,0.65,1.06,0.8
"Ship 30","Bulkcarrier",02/07/18 05:00 PM,5,225,32.26,77288,4.85,15.4,332,0.3,1.85,29.9,37.85,0.56,0.91,0.69
"Ship 30","Bulkcarrier",02/07/18 06:00 PM,5,225,32.26,77288,4.82,14.3,333,0.37,2.28,32.75,53.5,0.45,0.87,0.57
"Ship 30","Bulkcarrier",02/07/18 07:00 PM,5,225,32.26,77288,4.53,14.3,332,0.35,2.63,17.9,48.65,0.41,0.75,0.52
"Ship 30","Bulkcarrier",02/07/18 08:00 PM,5,225,32.26,77288,4.4,14.3,328,0.35,2.86,11,123.8,0.4,0.77,0.51
"Ship 30","Bulkcarrier",02/07/18 09:00 PM,5,225,32.26,77288,3.61,15.5,332,0.29,2.91,12.5,143,0.4,0.7,0.5
"Ship 30","Bulkcarrier",02/07/18 10:00 PM,5,225,32.26,77288,4.22,15.4,331,0.38,2.72,22.4,83.7,0.45,0.89,0.56
"Ship 30","Bulkcarrier",02/07/18 11:00 PM,5,225,32.26,77288,4.18,14.3,330,0.39,2.4,13.6,144.65,0.46,0.72,0.56
"Ship 30","Bulkcarrier",02/08/18 12:00 AM,5,225,32.26,77288,3.92,15.4,336,0.33,1.99,16.55,146.25,0.52,0.9,0.64
"Ship 30","Bulkcarrier",02/08/18 01:00 AM,5,225,32.26,77288,4.19,15.4,327,0.32,1.62,13.05,150.6,0.5,0.9,0.62
"Ship 30","Bulkcarrier",02/08/18 02:00 AM,5,225,32.26,77288,3.92,14.3,328,0.32,1.38,13.45,149.65,0.48,0.91,0.6
"Ship 30","Bulkcarrier",02/08/18 03:00 AM,5,225,32.26,77288,4.18,14.3,330,0.31,1.33,12.75,142.8,0.5,0.8,0.59
"Ship 30","Bulkcarrier",02/08/18 04:00 AM,5,225,32.26,77288,3.98,15.4,328,0.32,1.5,16.35,149.55,0.47,0.98,0.6
"Ship 30","Bulkcarrier",02/08/18 05:00 AM,5,225,32.26,77288,3.59,15.4,331,0.27,1.81,11.25,144.05,0.43,0.77,0.54
"Ship 30","Bulkcarrier",02/08/18 06:00 AM,5,225,32.26,77288,3.71,14.3,328,0.29,2.19,11.65,150,0.42,0.64,0.5
"Ship 30","Bulkcarrier",02/08/18 07:00 AM,5,225,32.26,77288,3.43,14.3,325,0.33,2.56,15,140.55,0.43,0.69,0.51
"Ship 30","Bulkcarrier",02/08/18 08:00 AM,5,225,32.26,77288,3.12,14.3,331,0.29,2.81,12.5,145.85,0.31,0.7,0.45
"Ship 30","Bulkcarrier",02/08/18 09:00 AM,5,225,32.26,77288,3.04,13.3,329,0.29,2.9,12.3,161.8,0.31,0.58,0.39
"Ship 30","Bulkcarrier",02/08/18 10:00 AM,5,225,32.26,77288,3.17,14.3,323,0.27,2.83,15.25,192.2,0.29,0.62,0.38
"Ship 30","Bulkcarrier",02/08/18 11:00 AM,5,225,32.26,77288,2.9,14.3,325,0.24,2.59,20.65,220.05,0.46,0.8,0.56
"Ship 35","Bulkcarrier",02/15/18 01:00 PM,6,228.99,32.26,81837,5.69,18.2,313,0.35,2.78,32.5,220.7,0.34,0.83,0.55
"Ship 35","Bulkcarrier",02/15/18 02:00 PM,6,228.99,32.26,81837,5.48,15.4,315,0.48,3.31,31.45,228.8,0.41,1.11,0.63
"Ship 35","Bulkcarrier",02/15/18 03:00 PM,6,228.99,32.26,81837,5.15,18.2,314,0.46,3.56,16.75,263.95,0.34,0.84,0.5
"Ship 35","Bulkcarrier",02/15/18 04:00 PM,6,228.99,32.26,81837,6.17,18.2,318,0.46,3.45,13.2,233.25,0.4,1.32,0.61
"Ship 35","Bulkcarrier",02/15/18 05:00 PM,6,228.99,32.26,81837,5.04,18.2,315,0.44,3.03,15.8,219.85,0.4,0.96,0.6
"Ship 35","Bulkcarrier",02/15/18 06:00 PM,6,228.99,32.26,81837,4.74,16.7,313,0.39,2.37,24.05,234.75,0.34,0.86,0.48
"Ship 35","Bulkcarrier",02/15/18 07:00 PM,6,228.99,32.26,81837,5.3,16.7,317,0.42,1.67,7.8,13.65,0.41,0.96,0.57
"Ship 35","Bulkcarrier",02/15/18 08:00 PM,6,228.99,32.26,81837,4.52,18.2,317,0.33,1.08,2.75,18.15,0.38,1.05,0.55
"Ship 35","Bulkcarrier",02/15/18 09:00 PM,6,228.99,32.26,81837,4.98,18.2,320,0.37,0.84,3.3,10.8,0.37,0.87,0.54
"Ship 35","Bulkcarrier",02/15/18 10:00 PM,6,228.99,32.26,81837,5.2,16.7,319,0.36,0.94,7.85,12.6,0.35,0.72,0.48
"Ship 35","Bulkcarrier",02/15/18 11:00 PM,6,228.99,32.26,81837,5.55,16.7,321,0.44,1.39,6.4,58,0.33,0.93,0.48
"Ship 35","Bulkcarrier",02/16/18 12:00 AM,6,228.99,32.26,81837,6.3,16.7,321,0.4,2.08,2.5,179.25,0.4,1.15,0.58
"Ship 35","Bulkcarrier",02/16/18 01:00 AM,6,228.99,32.26,81837,6.03,15.4,321,0.58,2.83,5.7,82.2,0.42,1.21,0.69
"Ship 35","Bulkcarrier",02/16/18 02:00 AM,6,228.99,32.26,81837,5.55,16.7,312,0.44,3.47,9.65,66.75,0.41,1.01,0.61
"Ship 35","Bulkcarrier",02/16/18 03:00 AM,6,228.99,32.26,81837,4.84,16.7,312,0.43,3.81,10.75,46.55,0.47,1.03,0.72
"Ship 35","Bulkcarrier",02/16/18 04:00 AM,6,228.99,32.26,81837,5.14,16.7,322,0.43,3.78,8.55,51.6,0.45,1.06,0.69
"Ship 35","Bulkcarrier",02/16/18 05:00 AM,6,228.99,32.26,81837,5.89,16.7,317,0.44,3.38,7.9,29.15,0.44,1.21,0.65
"Ship 35","Bulkcarrier",02/16/18 06:00 AM,6,228.99,32.26,81837,5.26,16.7,316,0.42,2.71,4.55,47.3,0.42,1.05,0.61
"Ship 35","Bulkcarrier",02/16/18 07:00 AM,6,228.99,32.26,81837,5.18,16.7,318,0.44,1.91,2,110.05,0.43,1.2,0.63
"Ship 35","Bulkcarrier",02/16/18 08:00 AM,6,228.99,32.26,81837,5.37,16.7,319,0.36,1.23,3.45,101.6,0.41,0.72,0.51
"Ship 35","Bulkcarrier",02/16/18 09:00 AM,6,228.99,32.26,81837,5.18,16.7,321,0.38,0.82,2.6,130.8,0.43,0.76,0.55
"Ship 35","Bulkcarrier",02/16/18 10:00 AM,6,228.99,32.26,81837,4.86,16.7,321,0.31,0.77,0.85,198.3,0.42,1.02,0.55
"Ship 35","Bulkcarrier",02/16/18 11:00 AM,6,228.99,32.26,81837,4.58,16.7,321,0.31,1.06,0.9,183,0.42,0.75,0.6
"Ship 35","Bulkcarrier",02/16/18 12:00 PM,6,228.99,32.26,81837,4.72,16.7,325,0.52,1.69,4.7,323.05,0.42,0.96,0.65
"Ship 35","Bulkcarrier",02/16/18 01:00 PM,6,228.99,32.26,81837,4.68,16.7,318,0.43,2.41,0.55,196.3,0.4,1.25,0.63
"Ship 35","Bulkcarrier",02/16/18 02:00 PM,6,228.99,32.26,81837,4.67,15.4,322,0.41,3.09,2.86,292.5,0.34,1.08,0.5
"Ship 35","Bulkcarrier",02/16/18 03:00 PM,6,228.99,32.26,81837,4.75,16.7,322,0.41,3.53,12.44,353.5,0.27,1.02,0.44
"Ship 35","Bulkcarrier",02/16/18 04:00 PM,6,228.99,32.26,81837,4.15,15.4,324,0.33,3.61,7.51,299.5,0.26,0.61,0.39
"Ship 35","Bulkcarrier",02/16/18 05:00 PM,6,228.99,32.26,81837,4.93,15.4,323,0.41,3.35,12.8,323.5,0.26,0.6,0.36
"Ship 35","Bulkcarrier",02/16/18 06:00 PM,6,228.99,32.26,81837,4.59,15.4,318,0.36,2.76,16.78,314,0.3,0.67,0.44
"Ship 35","Bulkcarrier",02/16/18 07:00 PM,6,228.99,32.26,81837,4.45,15.4,323,0.3,1.99,13.52,296.5,0.39,1.1,0.62
"Ship 35","Bulkcarrier",02/16/18 08:00 PM,6,228.99,32.26,81837,4.56,15.4,320,0.35,1.28,8.77,339,0.38,0.79,0.52
"Ship 35","Bulkcarrier",02/16/18 09:00 PM,6,228.99,32.26,81837,4.65,15.4,321,0.32,0.77,14.4,12.5,0.38,0.69,0.5
"Ship 35","Bulkcarrier",02/16/18 10:00 PM,6,228.99,32.26,81837,3.64,14.3,319,0.31,0.68,14.94,155,0.39,1.07,0.57
"Ship 35","Bulkcarrier",02/16/18 11:00 PM,6,228.99,32.26,81837,4.64,15.4,319,0.33,0.98,0.92,255.5,0.32,0.74,0.43
"Ship 35","Bulkcarrier",02/17/18 12:00 AM,6,228.99,32.26,81837,3.72,15.4,321,0.3,1.58,7.24,159,0.29,0.66,0.4
"Ship 35","Bulkcarrier",02/17/18 01:00 AM,6,228.99,32.26,81837,3.74,14.3,314,0.28,2.34,13.16,146.5,0.26,0.54,0.35
"Ship 35","Bulkcarrier",02/17/18 02:00 AM,6,228.99,32.26,81837,3.26,15.5,320,0.3,3.08,14.06,151,0.27,0.56,0.37
"Ship 35","Bulkcarrier",02/17/18 03:00 AM,6,228.99,32.26,81837,3.55,14.3,316,0.29,3.62,12.5,153.5,0.28,0.48,0.36
"Ship 35","Bulkcarrier",02/17/18 04:00 AM,6,228.99,32.26,81837,3.43,14.3,322,0.34,3.82,9.85,160,0.28,0.58,0.37
"Ship 35","Bulkcarrier",02/17/18 05:00 AM,6,228.99,32.26,81837,3.3,15.4,320,0.3,3.6,8.79,140,0.29,0.54,0.36
"Ship 35","Bulkcarrier",02/17/18 06:00 AM,6,228.99,32.26,81837,3.2,14.3,319,0.37,3.04,9.72,149.5,0.3,0.57,0.39
"Ship 35","Bulkcarrier",02/17/18 07:00 AM,6,228.99,32.26,81837,3.07,15.4,316,0.26,2.25,12.64,148,0.31,0.67,0.39
"Ship 35","Bulkcarrier",02/17/18 08:00 AM,6,228.99,32.26,81837,2.92,14.3,321,0.26,1.43,11.11,137.5,0.37,0.65,0.46
"Ship 35","Bulkcarrier",02/17/18 09:00 AM,6,228.99,32.26,81837,3.34,14.3,320,0.31,0.81,7.87,138.5,0.32,0.56,0.41
"Ship 35","Bulkcarrier",02/17/18 10:00 AM,6,228.99,32.26,81837,2.98,14.3,318,0.24,0.55,0.7,105,0.34,0.66,0.44
"Ship 35","Bulkcarrier",02/17/18 11:00 AM,6,228.99,32.26,81837,3.13,14.3,321,0.26,0.7,2.52,169.5,0.26,0.53,0.35
"Ship 35","Bulkcarrier",02/17/18 12:00 PM,6,228.99,32.26,81837,3.17,14.3,325,0.25,1.2,6.52,33,0.27,0.46,0.34
"Ship 35","Bulkcarrier",02/17/18 01:00 PM,6,228.99,32.26,81837,3.1,13.3,325,0.29,1.9,6.1,18.5,0.25,0.52,0.32
"Ship 35","Bulkcarrier",02/17/18 02:00 PM,6,228.99,32.26,81837,2.87,13.3,318,0.25,2.67,7.22,17,0.24,0.68,0.33
"Ship 2","Bulkcarrier",02/19/18 02:00 PM,4,178.72,28,30618,2.61,11.8,319,0.23,1.84,12.95,10.2,0.06,0.23,0.11
"Ship 2","Bulkcarrier",02/19/18 03:00 PM,4,178.72,28,30618,2.78,13.3,319,0.24,2.57,14.7,18.9,0.06,0.25,0.13
"Ship 2","Bulkcarrier",02/19/18 04:00 PM,4,178.72,28,30618,2.45,13.3,321,0.27,3.18,17.3,27.5,0.11,0.41,0.22
"Ship 2","Bulkcarrier",02/19/18 05:00 PM,4,178.72,28,30618,2.39,11.8,316,0.27,3.5,18.75,22.75,0.11,0.44,0.23
"Ship 2","Bulkcarrier",02/19/18 06:00 PM,4,178.72,28,30618,2.73,13.3,316,0.29,3.46,19.85,21.35,0.11,0.38,0.2
"Ship 2","Bulkcarrier",02/19/18 07:00 PM,4,178.72,28,30618,2.46,14.3,313,0.27,3.09,19.7,25.7,0.16,0.6,0.29
"Ship 2","Bulkcarrier",02/19/18 08:00 PM,4,178.72,28,30618,2.62,13.3,317,0.28,2.45,22.35,25,0.14,0.37,0.22
"Ship 2","Bulkcarrier",02/19/18 09:00 PM,4,178.72,28,30618,2.54,12.5,317,0.27,1.7,22.85,27.45,0.17,0.44,0.26
"Ship 2","Bulkcarrier",02/19/18 10:00 PM,4,178.72,28,30618,2.46,13.3,320,0.26,1.06,25,29.75,0.19,0.48,0.3
"Ship 2","Bulkcarrier",02/19/18 11:00 PM,4,178.72,28,30618,2.62,14.3,317,0.22,0.7,21.4,27,0.19,0.67,0.3
"Ship 2","Bulkcarrier",02/20/18 12:00 AM,4,178.72,28,30618,2.72,12.5,317,0.21,0.71,24.9,27.75,0.19,0.54,0.29
"Ship 2","Bulkcarrier",02/20/18 01:00 AM,4,178.72,28,30618,2.43,12.5,315,0.28,1.08,23.05,36,0.18,0.61,0.28
"Ship 2","Bulkcarrier",02/20/18 02:00 AM,4,178.72,28,30618,2.58,13.3,314,0.25,1.74,21.45,37.3,0.17,0.43,0.27
"Ship 2","Bulkcarrier",02/20/18 03:00 AM,4,178.72,28,30618,2.73,13.3,312,0.23,2.5,21.65,41.25,0.15,0.56,0.28
"Ship 2","Bulkcarrier",02/20/18 04:00 AM,4,178.72,28,30618,2.81,14.3,315,0.3,3.19,13.2,61.7,0.12,0.46,0.2
"Ship 2","Bulkcarrier",02/20/18 05:00 AM,4,178.72,28,30618,2.44,14.3,318,0.25,3.61,12.3,52.5,0.16,0.53,0.29
"Ship 2","Bulkcarrier",02/20/18 06:00 AM,4,178.72,28,30618,2.51,14.3,314,0.31,3.68,25.75,31.6,0.21,0.68,0.34
"Ship 2","Bulkcarrier",02/20/18 07:00 AM,4,178.72,28,30618,2.44,14.3,316,0.28,3.39,25.8,31.8,0.27,0.74,0.42
"Ship 2","Bulkcarrier",02/20/18 08:00 AM,4,178.72,28,30618,2.45,14.3,316,0.28,2.8,23.1,46,0.17,0.56,0.3
"Ship 2","Bulkcarrier",02/20/18 09:00 AM,4,178.72,28,30618,2.42,14.3,312,0.25,2.04,18.35,56.2,0.16,0.42,0.25
"Ship 2","Bulkcarrier",02/20/18 10:00 AM,4,178.72,28,30618,2.41,14.3,312,0.19,1.32,16.15,45.65,0.16,0.58,0.27
"Ship 2","Bulkcarrier",02/20/18 11:00 AM,4,178.72,28,30618,2.3,14.3,316,0.21,0.81,14,45.8,0.15,0.47,0.23
"Ship 2","Bulkcarrier",02/20/18 12:00 PM,4,178.72,28,30618,2.34,13.3,319,0.21,0.67,27.7,33.1,0.16,0.38,0.25
"Ship 2","Bulkcarrier",02/20/18 01:00 PM,4,178.72,28,30618,2.63,14.3,320,0.18,0.92,32.45,26,0.19,0.46,0.29
"Ship 2","Bulkcarrier",02/20/18 02:00 PM,4,178.72,28,30618,2.94,14.3,319,0.21,1.44,37.2,26.45,0.2,0.5,0.33
"Ship 2","Bulkcarrier",02/20/18 03:00 PM,4,178.72,28,30618,3.13,18.2,323,0.21,2.12,38.4,30.65,0.16,0.58,0.27
"Ship 2","Bulkcarrier",02/20/18 04:00 PM,4,178.72,28,30618,3.1,18.2,320,0.28,2.78,32.1,30.95,0.22,0.62,0.37
"Ship 2","Bulkcarrier",02/20/18 05:00 PM,4,178.72,28,30618,3.39,16.7,317,0.3,3.26,25.8,42.05,0.2,0.77,0.37
"Ship 2","Bulkcarrier",02/20/18 06:00 PM,4,178.72,28,30618,3.73,16.7,316,0.3,3.44,30.1,32.15,0.23,0.62,0.37
"Ship 2","Bulkcarrier",02/20/18 07:00 PM,4,178.72,28,30618,3.32,16.7,319,0.32,3.27,37.25,31.6,0.3,0.68,0.45
"Ship 2","Bulkcarrier",02/20/18 08:00 PM,4,178.72,28,30618,3.11,16.7,321,0.29,2.84,24.8,46.4,0.27,0.79,0.41
"Ship 2","Bulkcarrier",02/20/18 09:00 PM,4,178.72,28,30618,3.41,15.4,312,0.28,2.21,19.7,49.95,0.26,0.61,0.41
"Ship 2","Bulkcarrier",02/20/18 10:00 PM,4,178.72,28,30618,3.06,15.4,319,0.3,1.51,26.65,39.65,0.28,0.57,0.4
"Ship 2","Bulkcarrier",02/20/18 11:00 PM,4,178.72,28,30618,3.23,16.7,319,0.26,0.99,27.8,46.65,0.3,0.64,0.41
"Ship 2","Bulkcarrier",02/21/18 12:00 AM,4,178.72,28,30618,2.96,16.7,318,0.32,0.78,30.4,41.35,0.38,0.66,0.51
"Ship 2","Bulkcarrier",02/21/18 01:00 AM,4,178.72,28,30618,2.89,16.7,322,0.27,0.89,32.85,39.25,0.39,0.59,0.47
"Ship 2","Bulkcarrier",02/21/18 02:00 AM,4,178.72,28,30618,3.3,16.7,329,0.27,1.36,35.25,39.1,0.33,0.55,0.41
"Ship 2","Bulkcarrier",02/21/18 03:00 AM,4,178.72,28,30618,3.08,16.7,335,0.34,2,31.35,45.15,0.29,0.9,0.44
"Ship 2","Bulkcarrier",02/21/18 04:00 AM,4,178.72,28,30618,3.03,15.4,330,0.28,2.67,32.7,47.15,0.35,0.78,0.52
"Ship 2","Bulkcarrier",02/21/18 05:00 AM,4,178.72,28,30618,3.22,15.4,327,0.45,3.25,29.65,48.35,0.27,0.68,0.41
"Ship 2","Bulkcarrier",02/21/18 06:00 AM,4,178.72,28,30618,3.42,15.4,328,0.37,3.54,28.15,52.95,0.24,0.59,0.37
"Ship 2","Bulkcarrier",02/21/18 07:00 AM,4,178.72,28,30618,3.17,15.4,326,0.29,3.52,31.75,48.3,0.3,0.67,0.41
"Ship 2","Bulkcarrier",02/21/18 08:00 AM,4,178.72,28,30618,3.2,15.4,334,0.29,3.17,25.3,44.35,0.32,0.57,0.45
"Ship 2","Bulkcarrier",02/21/18 09:00 AM,4,178.72,28,30618,3.22,15.4,330,0.29,2.57,26.55,48.3,0.22,0.65,0.37
"Ship 2","Bulkcarrier",02/21/18 10:00 AM,4,178.72,28,30618,3.32,15.4,330,0.27,1.88,44.6,58.65,0.26,0.62,0.41
"Ship 2","Bulkcarrier",02/21/18 11:00 AM,4,178.72,28,30618,3.37,14.3,332,0.27,1.25,43.4,60.25,0.29,0.73,0.44
"Ship 2","Bulkcarrier",02/21/18 12:00 PM,4,178.72,28,30618,3.26,14.3,333,0.23,0.9,32.55,47.5,0.39,0.98,0.54
"Ship 2","Bulkcarrier",02/21/18 01:00 PM,4,178.72,28,30618,3.14,15.4,340,0.29,0.89,34.1,44.45,0.43,0.63,0.52
"Ship 2","Bulkcarrier",02/21/18 02:00 PM,4,178.72,28,30618,3.08,15.4,332,0.25,1.2,30.55,57.35,0.36,0.58,0.45
"Ship 2","Bulkcarrier",02/21/18 03:00 PM,4,178.72,28,30618,2.92,14.3,339,0.24,1.73,37.05,56.4,0.41,0.71,0.5
"Ship 2","Bulkcarrier",02/21/18 04:00 PM,4,178.72,28,30618,3.28,14.3,340,0.27,2.34,37,40.55,0.24,0.6,0.35
"Ship 11","Bulkcarrier",02/27/18 01:00 PM,3,158,23,21057,2.22,10,21,0.24,3.62,45,47.15,0.21,0.59,0.39
"Ship 11","Bulkcarrier",02/27/18 02:00 PM,3,158,23,21057,2.33,9.5,21,0.28,3.55,46.7,44.75,0.11,0.38,0.21
"Ship 11","Bulkcarrier",02/27/18 03:00 PM,3,158,23,21057,2.22,10,22,0.24,3.13,46,42.85,0.33,0.71,0.51
"Ship 11","Bulkcarrier",02/27/18 04:00 PM,3,158,23,21057,2.39,9.5,23,0.2,2.51,45,49.85,0.21,0.71,0.33
"Ship 11","Bulkcarrier",02/27/18 05:00 PM,3,158,23,21057,2.24,9.5,21,0.14,1.82,43.45,49.95,0.43,0.69,0.54
"Ship 11","Bulkcarrier",02/27/18 06:00 PM,3,158,23,21057,2.21,9.5,21,0.15,1.29,46.3,66.55,0.66,0.96,0.81
"Ship 11","Bulkcarrier",02/28/18 01:00 PM,5,158,23,21057,1.69,9.1,19,0.09,3.84,21.8,59.65,0.44,0.48,0.46
"Ship 11","Bulkcarrier",02/28/18 02:00 PM,5,158,23,21057,1.82,9.5,17,0.1,4.1,22.5,63,0.41,0.47,0.42
"Ship 11","Bulkcarrier",02/28/18 03:00 PM,5,158,23,21057,1.86,9.1,16,0.09,3.95,20.2,67.5,0.43,0.48,0.44
"Ship 11","Bulkcarrier",02/28/18 04:00 PM,5,158,23,21057,1.86,9.5,15,0.1,3.44,11.25,105.9,0.5,0.55,0.52
"Ship 11","Bulkcarrier",02/28/18 05:00 PM,5,158,23,21057,1.72,9.1,17,0.09,2.68,8.9,100.45,0.59,0.65,0.61
"Ship 11","Bulkcarrier",02/28/18 06:00 PM,5,158,23,21057,1.69,9.5,13,0.09,1.88,9.75,99.25,0.65,0.69,0.66
"Ship 11","Bulkcarrier",02/28/18 07:00 PM,5,158,23,21057,1.62,9.1,12,0.08,1.27,11.2,72.25,0.67,0.72,0.69
"Ship 11","Bulkcarrier",02/28/18 08:00 PM,5,158,23,21057,1.67,10,11,0.07,1.03,11.85,143.5,0.66,0.7,0.67
"Ship 11","Bulkcarrier",02/28/18 09:00 PM,5,158,23,21057,1.74,8.7,9,0.08,1.19,14.3,131.4,0.66,0.7,0.68
"Ship 11","Bulkcarrier",02/28/18 10:00 PM,5,158,23,21057,1.67,8.7,11,0.08,1.73,10.9,127.25,0.65,0.7,0.67
"Ship 11","Bulkcarrier",02/28/18 11:00 PM,5,158,23,21057,1.75,10,12,0.1,2.5,7.4,148.45,0.61,0.65,0.62
"Ship 11","Bulkcarrier",03/01/18 12:00 AM,5,158,23,21057,1.8,9.1,15,0.09,3.37,3.05,84.2,0.53,0.59,0.55
"Ship 11","Bulkcarrier",03/01/18 01:00 AM,5,158,23,21057,1.96,9.1,14,0.1,4.06,6.75,86.95,0.43,0.48,0.45
"Ship 11","Bulkcarrier",03/01/18 02:00 AM,5,158,23,21057,1.74,9.5,11,0.11,4.45,4.4,112.1,0.38,0.42,0.39
"Ship 11","Bulkcarrier",03/01/18 03:00 AM,5,158,23,21057,1.63,10,7,0.12,4.43,8.6,118.55,0.39,0.44,0.41
"Ship 11","Bulkcarrier",03/01/18 04:00 AM,5,158,23,21057,1.91,10,13,0.12,3.99,16.35,42.05,0.45,0.51,0.47
"Ship 11","Bulkcarrier",03/01/18 05:00 AM,5,158,23,21057,1.78,10,14,0.1,3.22,17.6,47.45,0.58,0.63,0.6
"Ship 11","Bulkcarrier",03/01/18 06:00 AM,5,158,23,21057,1.74,9.5,15,0.1,2.32,11.05,84.7,0.63,0.72,0.66
"Ship 11","Bulkcarrier",03/01/18 07:00 AM,5,158,23,21057,1.73,10,14,0.09,1.51,11.8,188.6,0.79,0.96,0.86
"Ship 11","Bulkcarrier",03/01/18 08:00 AM,5,158,23,21057,1.8,10,15,0.08,0.98,14.25,226.95,0.58,0.62,0.6
"Ship 11","Bulkcarrier",03/01/18 09:00 AM,5,158,23,21057,1.86,9.5,14,0.08,0.9,12.9,254.65,0.59,0.65,0.6
"Ship 11","Bulkcarrier",03/01/18 10:00 AM,5,158,23,21057,1.76,9.1,12,0.08,1.26,12.6,273.45,0.58,0.63,0.6
"Ship 11","Bulkcarrier",03/01/18 11:00 AM,5,158,23,21057,1.94,9.5,6,0.09,1.98,14.25,289.85,0.61,0.8,0.67
"Ship 11","Bulkcarrier",03/01/18 12:00 PM,5,158,23,21057,2.12,9.5,5,0.1,2.84,22.75,179.85,0.65,0.81,0.7
"Ship 11","Bulkcarrier",03/01/18 01:00 PM,5,158,23,21057,2.69,9.5,1,0.13,3.66,31,1.9,0.63,0.78,0.68
"Ship 11","Bulkcarrier",03/01/18 02:00 PM,5,158,23,21057,3.16,10,2,0.14,4.22,34.35,355.85,1.07,1.58,1.28
"Ship 11","Bulkcarrier",03/01/18 03:00 PM,5,158,23,21057,3.53,10.5,2,0.19,4.39,34.55,337.65,0.85,1.27,1.02
"Ship 11","Bulkcarrier",03/01/18 04:00 PM,5,158,23,21057,3.45,9.5,1,0.19,4.08,39.05,311.7,0.6,0.86,0.7
"Ship 34","General cargo",03/12/18 05:00 PM,3,107,18.43,9273,3.64,12.5,319,0.23,1.81,16.2,263.65,0.19,0.53,0.33
"Ship 34","General cargo",03/12/18 06:00 PM,3,107,18.43,9273,3.24,12.5,319,0.22,1.68,18.3,249.8,0.37,0.56,0.43
"Ship 34","General cargo",03/12/18 07:00 PM,3,107,18.43,9273,2.92,11.8,324,0.23,1.72,18.7,231.25,0.31,0.59,0.39
"Ship 34","General cargo",03/12/18 08:00 PM,3,107,18.43,9273,3.14,11.8,320,0.22,1.95,14.15,198.95,0.29,0.48,0.36
"Ship 34","General cargo",03/12/18 09:00 PM,3,107,18.43,9273,3.2,11.1,320,0.24,2.27,34.8,245,0.15,0.35,0.23
"Ship 34","General cargo",03/12/18 10:00 PM,3,107,18.43,9273,2.88,11.8,316,0.24,2.66,14.35,186.05,0.23,0.45,0.31
"Ship 34","General cargo",03/12/18 11:00 PM,3,107,18.43,9273,2.91,11.8,316,0.23,3.01,10.25,132.35,0.16,0.44,0.27
"Ship 34","General cargo",03/13/18 12:00 AM,3,107,18.43,9273,3.21,11.8,316,0.22,3.2,17.35,123.35,0.18,0.57,0.28
"Ship 34","General cargo",03/13/18 01:00 AM,3,107,18.43,9273,2.88,11.8,319,0.23,3.2,17.05,121.15,0.19,0.57,0.32
"Ship 34","General cargo",03/13/18 02:00 AM,3,107,18.43,9273,2.97,11.8,317,0.27,3.03,10.1,106.75,0.26,0.72,0.43
"Ship 34","General cargo",03/13/18 03:00 AM,3,107,18.43,9273,2.64,11.1,323,0.19,2.67,13.25,118.3,0.17,0.57,0.31
"Ship 34","General cargo",03/13/18 04:00 AM,3,107,18.43,9273,2.93,11.1,329,0.21,2.26,14.35,131.5,0.13,0.48,0.24
"Ship 34","General cargo",03/13/18 05:00 AM,3,107,18.43,9273,2.87,11.8,324,0.21,1.86,5.85,61.9,0.23,0.68,0.41
"Ship 34","General cargo",03/13/18 09:00 AM,3,107,18.43,9273,2.38,11.8,330,0.16,2,3.4,90.55,0.15,0.53,0.31
"Ship 34","General cargo",03/13/18 10:00 AM,3,107,18.43,9273,2.2,11.1,332,0.16,2.4,18.2,229.55,0.02,0.31,0.1
"Ship 34","General cargo",03/13/18 11:00 AM,3,107,18.43,9273,1.94,11.1,331,0.2,2.8,26.45,237.15,0.02,0.16,0.07
"Ship 34","General cargo",03/13/18 12:00 PM,3,107,18.43,9273,2,11.1,334,0.18,3.08,28,234.3,0.03,0.31,0.1
"Ship 34","General cargo",03/13/18 01:00 PM,3,107,18.43,9273,1.95,11.1,328,0.17,3.17,30.65,247.7,0.02,0.2,0.07
"Ship 12","General cargo",04/04/18 02:59 PM,3,89.92,12.5,4066,3.41,15.4,309,0.31,2.72,27.9,278.35,0.01,0.57,0.2
"Ship 12","General cargo",04/04/18 03:59 PM,3,89.92,12.5,4066,3.32,15.4,308,0.32,3.31,22.8,276.95,0.04,0.75,0.3
"Ship 12","General cargo",04/04/18 04:59 PM,3,89.92,12.5,4066,2.9,14.3,309,0.29,3.67,25.35,277.15,0.14,1,0.5
